"","sample_number","sample_name","samplename_sequencing_manifest","final_libary_names","dship_operation","niskin.bottle","description","Est_depth","Other_Depth_m","Bottle_Depth_m","Bottle_Temp","Bottle_Salinity","type","date_filtered","volume_filtered","rna_shield","filtered_by","field_box_cell","location_field","notes","sample_conc_ng.ul","extracted.by","extracted.on","final_storage_box_cell","sequencing_job","sequencing_run_plate_well","sequencing_notes","sequencing_job_2","sample_sequencing2_manifest2","sequencing2_run_plate_well","sequencing2_notes","libraryname_pro","libraryname_euk","proQC","eukQC"
"20200828_B12TF_Nuts+B12_b_1168_18S.exp.",1168,"20200828_B12TF_Nuts+B12_b","20200828_B12TF_Nuts+B12_b_1168","20200828_B12TF_Nuts+B12_b_1168","PS122/5_59-349 hand_pump","","B12 TF, water pumped from 2m in RS lead, B12+nuts 2","",NA,NA,NA,NA,"experiment","20200909","600","no ","emelia","11_63","JBCOLD_1","","5.42","emelia",20201204,"13_51","2012220-1","4_12_B4","","","","","","20200828_B12TF_Nuts+B12_b_1168_16S.exp.","20200828_B12TF_Nuts+B12_b_1168_18S.exp.",NA,NA
"20200828_B12TF_Nuts+B12_c_1169_18S.exp.",1169,"20200828_B12TF_Nuts+B12_c","20200828_B12TF_Nuts+B12_c_1169","20200828_B12TF_Nuts+B12_c_1169","PS122/5_59-349 hand_pump","","B12 TF, water pumped from 2m in RS lead, B12+nuts 3","",NA,NA,NA,NA,"experiment","20200909","750","no ","emelia","11_64","JBCOLD_1","","7.87","emelia",20201207,"13_52","2012220-1","4_12_B5","","","","","","20200828_B12TF_Nuts+B12_c_1169_16S.exp.","20200828_B12TF_Nuts+B12_c_1169_18S.exp.",NA,NA
"20200828_B12TF_Nuts_c_1170_18S.exp.",1170,"20200828_B12TF_Nuts_c","20200828_B12TF_Nuts_c_1170","20200828_B12TF_Nuts_c_1170","PS122/5_59-349 hand_pump","","B12 TF, water pumped from 2m in RS lead, Nuts 3 (only 2 mL added)","",NA,NA,NA,NA,"experiment","20200909","750","no ","emelia","11_65","JBCOLD_1","","11.8","emelia",20201207,"13_53","2012220-1","4_12_B6","","","","","","20200828_B12TF_Nuts_c_1170_16S.exp.","20200828_B12TF_Nuts_c_1170_18S.exp.",NA,NA
"20200910_FT_DNA_1171_18S.exp.",1171,"20200910_FT_DNA","20200910_FT_DNA_1171","20200910_FT_DNA_1171","PS122/5_61-306 seawatertap_ps","","10.09.2020 15:27","11 m",11,NA,NA,NA,"FT_DNA","20200910","1000","no ","emelia","11_66","JBCOLD_1","","11.5","emelia",20201207,"13_54","2012220-1","4_12_B7","","","","","","20200910_FT_DNA_1171_16S.exp.","20200910_FT_DNA_1171_18S.exp.",NA,NA
"20200828_iceexp2_MP1.2_1172_18S.exp.",1172,"20200828_iceexp2_MP1.2","20200828_iceexp2_MP1.2_1172","20200828_iceexp2_MP1.2_1172","PS122/5_59-445 SI_Ice_Sampler","","Connects to DMS experiment","",NA,NA,NA,NA,"experiment","20200910","300","no ","emelia","11_67","JBCOLD_1","","2.08","emelia",20201207,"13_55","2012220-1","4_12_B8","","","","","","20200828_iceexp2_MP1.2_1172_16S.exp.","20200828_iceexp2_MP1.2_1172_18S.exp.",NA,NA
"20200828_iceexp2_MP1.3_1173_18S.exp.",1173,"20200828_iceexp2_MP1.3","20200828_iceexp2_MP1.3_1173","20200828_iceexp2_MP1.3_1173","PS122/5_59-445 SI_Ice_Sampler","","Connects to DMS experiment","",NA,NA,NA,NA,"experiment","20200910","300","no ","emelia","11_68","JBCOLD_1","","2.44","emelia",20201207,"13_56","2012220-1","4_12_B9","","","","","","20200828_iceexp2_MP1.3_1173_16S.exp.","20200828_iceexp2_MP1.3_1173_18S.exp.",NA,NA
"20200828_iceexp2_MP4.3_1174_18S.exp.",1174,"20200828_iceexp2_MP4.3","20200828_iceexp2_MP4.3_1174","20200828_iceexp2_MP4.3_1174","PS122/5_59-445 SI_Ice_Sampler","","Connects to DMS experiment","",NA,NA,NA,NA,"experiment","20200910","300","no ","emelia","11_69","JBCOLD_1","","1.67","emelia",20201207,"13_57","2012220-1","4_12_B10","","","","","","20200828_iceexp2_MP4.3_1174_16S.exp.","20200828_iceexp2_MP4.3_1174_18S.exp.",NA,NA
"20200906_Lunasheetice_1_1175_18S.exp.",1175,"20200906_Lunasheetice_1","20200906_Lunasheetice_1_1175","20200906_Lunasheetice_1_1175","PS122/5_60-205 SI_Ice_Sampler","","Connects to DMS experiment","",NA,NA,NA,NA,"experiment","20200910","300","no ","emelia","11_70","JBCOLD_1","","13.7","emelia",20201207,"13_58","2012220-1","4_12_B11","","","","","","20200906_Lunasheetice_1_1175_16S.exp.","20200906_Lunasheetice_1_1175_18S.exp.",NA,NA
"20200906_Lunasheetice_2_1176_18S.exp.",1176,"20200906_Lunasheetice_2","20200906_Lunasheetice_2_1176","20200906_Lunasheetice_2_1176","PS122/5_60-205 SI_Ice_Sampler","","Connects to DMS experiment","",NA,NA,NA,NA,"experiment","20200910","300","no ","emelia","11_71","JBCOLD_1","","11.2","emelia",20201207,"13_59","2012220-1","4_12_B12","","","","","","20200906_Lunasheetice_2_1176_16S.exp.","20200906_Lunasheetice_2_1176_18S.exp.",NA,NA
"20200907_undericeexp_DMS1_1177_18S.exp.",1177,"20200907_undericeexp_DMS1","20200907_undericeexp_DMS1_1177","20200907_undericeexp_DMS1_1177","PS122/5_61-271 SI_ice_sampler","","Connects to DMS experiment","",NA,NA,NA,NA,"experiment","20200910","<100","no ","emelia","11_72","JBCOLD_1","","5.32","emelia",20201207,"13_60","2012220-1","4_12_C1","","","","","","20200907_undericeexp_DMS1_1177_16S.exp.","20200907_undericeexp_DMS1_1177_18S.exp.",NA,NA
"20200907_undericeexp_DMS2_1178_18S.exp.",1178,"20200907_undericeexp_DMS2","20200907_undericeexp_DMS2_1178","20200907_undericeexp_DMS2_1178","PS122/5_61-271 SI_ice_sampler","","Connects to DMS experiment","",NA,NA,NA,NA,"experiment","20200910","<100","no ","emelia","11_73","JBCOLD_1","","3.35","emelia",20201207,"13_61","2012220-1","4_12_C2","needs to be resequenced due to bad library build"," A21604-1","20200907_undericeexp_DMS2_1178","1_2_C9","","20200907_undericeexp_DMS2_1178_16S.exp.","20200907_undericeexp_DMS2_1178_18S.exp.","C",NA
"20200907_undericeexp_DMS3_1179_18S.exp.",1179,"20200907_undericeexp_DMS3","20200907_undericeexp_DMS3_1179","20200907_undericeexp_DMS3_1179","PS122/5_61-271 SI_ice_sampler","","Connects to DMS experiment","",NA,NA,NA,NA,"experiment","20200910","<100","no ","emelia","11_74","JBCOLD_1","","3.96","emelia",20201207,"13_62","2012220-1","4_12_C3","needs to be resequenced due to bad library build"," A21604-1","20200907_undericeexp_DMS3_1179","1_2_C10","","20200907_undericeexp_DMS3_1179_16S.exp.","20200907_undericeexp_DMS3_1179_18S.exp.","A",NA
"20200907_bottomiceexp_light_a_1180_18S.exp.",1180,"20200907_bottomiceexp_light_a","20200907_bottomiceexp_light_a_1180","20200907_bottomiceexp_light_a_1180","PS122/5_61-6 SI_corer_9cm","","Connects to DMS experiment, note label says collected on 07.09.2020 but DMS metadata sheet says 08.09.2020","",NA,NA,NA,NA,"experiment","20200911","250","no ","emelia","11_75","JBCOLD_1","","1.13","emelia",20201207,"13_63","2012220-1","4_12_C4","","","","","","20200907_bottomiceexp_light_a_1180_16S.exp.","20200907_bottomiceexp_light_a_1180_18S.exp.","A",NA
"20200907_bottomiceexp_light_b_1181_18S.exp.",1181,"20200907_bottomiceexp_light_b","20200907_bottomiceexp_light_b_1181","20200907_bottomiceexp_light_b_1181","PS122/5_61-6 SI_corer_9cm","","Connects to DMS experiment, note label says collected on 07.09.2020 but DMS metadata sheet says 08.09.2021","",NA,NA,NA,NA,"experiment","20200911","300","no ","emelia","11_76","JBCOLD_1","","1.55","emelia",20201207,"13_64","2012220-1","4_12_C5","","","","","","20200907_bottomiceexp_light_b_1181_16S.exp.","20200907_bottomiceexp_light_b_1181_18S.exp.",NA,NA
"20200907_bottomiceexp_light_c_1182_18S.exp.",1182,"20200907_bottomiceexp_light_c","20200907_bottomiceexp_light_c_1182","20200907_bottomiceexp_light_c_1182","PS122/5_61-6 SI_corer_9cm","","Connects to DMS experiment, note label says collected on 07.09.2020 but DMS metadata sheet says 08.09.2022","",NA,NA,NA,NA,"experiment","20200911","300","no ","emelia","11_77","JBCOLD_1","","3.43","emelia",20201207,"13_65","2012220-1","4_12_C6","","","","","","20200907_bottomiceexp_light_c_1182_16S.exp.","20200907_bottomiceexp_light_c_1182_18S.exp.",NA,NA
"20200907_bottomiceexp_dark_a_1183_18S.exp.",1183,"20200907_bottomiceexp_dark_a","20200907_bottomiceexp_dark_a_1183","20200907_bottomiceexp_dark_a_1183","PS122/5_61-6 SI_corer_9cm","","Connects to DMS experiment, note label says collected on 07.09.2020 but DMS metadata sheet says 08.09.2023","",NA,NA,NA,NA,"experiment","20200911","300","no ","emelia","11_78","JBCOLD_1","filter fell on lab bench while putting in bead beating tube","0.718","emelia",20201207,"13_66","2012220-1","4_12_C7","","","","","","20200907_bottomiceexp_dark_a_1183_16S.exp.","20200907_bottomiceexp_dark_a_1183_18S.exp.",NA,NA
"20200907_bottomiceexp_dark_b_1184_18S.exp.",1184,"20200907_bottomiceexp_dark_b","20200907_bottomiceexp_dark_b_1184","20200907_bottomiceexp_dark_b_1184","PS122/5_61-6 SI_corer_9cm","","Connects to DMS experiment, note label says collected on 07.09.2020 but DMS metadata sheet says 08.09.2024","",NA,NA,NA,NA,"experiment","20200911","300","no ","emelia","11_79","JBCOLD_1","","1.69","emelia",20201207,"13_67","2012220-1","4_12_C8","","","","","","20200907_bottomiceexp_dark_b_1184_16S.exp.","20200907_bottomiceexp_dark_b_1184_18S.exp.","A",NA
"20200907_bottomiceexp_dark_c_1185_18S.exp.",1185,"20200907_bottomiceexp_dark_c","20200907_bottomiceexp_dark_c_1185","20200907_bottomiceexp_dark_c_1185","PS122/5_61-6 SI_corer_9cm","","Connects to DMS experiment, note label says collected on 07.09.2020 but DMS metadata sheet says 08.09.2025","",NA,NA,NA,NA,"experiment","20200911","300","no ","emelia","11_80","JBCOLD_1","","1.05","emelia",20201207,"13_68","2012220-1","4_12_C9","","","","","","20200907_bottomiceexp_dark_c_1185_16S.exp.","20200907_bottomiceexp_dark_c_1185_18S.exp.",NA,NA
"20200911_FT_DNA_1186_18S.exp.",1186,"20200911_FT_DNA","20200911_FT_DNA_1186","20200911_FT_DNA_1186","PS122/5_61-307 seawatertap_ps","","11.09.2020 14:22","11 m",11,NA,NA,NA,"FT_DNA","20200911","1000","no ","emelia","11_81","JBCOLD_1","","14.6","emelia",20201207,"13_69","2012220-1","4_12_C10","","","","","","20200911_FT_DNA_1186_16S.exp.","20200911_FT_DNA_1186_18S.exp.",NA,NA
"20200911_PS_N1_1187_18S.exp.",1187,"20200911_PS_N1","20200911_PS_N1_1187","20200911_PS_N1_1187","PS122/5_61-161 CTD_SBE9plus_321","1","ECO/BGC/OCEAN deep cast","bottom",NA,4408.734,-0.6277,34.9446,"CTD ","20200911","1000","no ","emelia","15_1","JBCOLD_1","","0.446","emelia",20201207,"13_70","2012220-1","4_12_C11","","","","","","20200911_PS_N1_1187_16S.exp.","20200911_PS_N1_1187_18S.exp.",NA,NA
"20200911_PS_N4_1189_18S.exp.",1189,"20200911_PS_N4","20200911_PS_N4_1189","20200911_PS_N4_1189","PS122/5_61-161 CTD_SBE9plus_321","4","ECO/BGC/OCEAN deep cast","3000",NA,3057.867,-0.7368,34.934,"CTD ","20200911","1000","no ","emelia","15_3","JBCOLD_1","","0.443","emelia",20201207,"13_71","2012220-1","4_12_C12","","","","","","20200911_PS_N4_1189_16S.exp.","20200911_PS_N4_1189_18S.exp.",NA,NA
"20200911_PS_N6_1190_18S.exp.",1190,"20200911_PS_N6","20200911_PS_N6_1190","20200911_PS_N6_1190","PS122/5_61-161 CTD_SBE9plus_321","6","ECO/BGC/OCEAN deep cast","2000",NA,2031.506,-0.6477,34.9222,"CTD ","20200911","1000","no ","emelia","15_4","JBCOLD_1","","0.489","emelia",20201207,"13_72","2012220-1","4_12_D1","","","","","","20200911_PS_N6_1190_16S.exp.","20200911_PS_N6_1190_18S.exp.",NA,NA
"20200911_PS_N9_1191_18S.exp.",1191,"20200911_PS_N9","20200911_PS_N9_1191","20200911_PS_N9_1191","PS122/5_61-161 CTD_SBE9plus_321","8","ECO/BGC/OCEAN deep cast","1000",NA,1013.278,-0.0131,34.9062,"CTD ","20200911","1000","no ","emelia","15_5","JBCOLD_1","","1.6","emelia",20201207,"13_73","2012220-1","4_12_D2","needs to be resequenced due to bad library build"," A21604-1","20200911_PS_N9_1191","1_2_D4","","20200911_PS_N9_1191_16S.exp.","20200911_PS_N9_1191_18S.exp.","B",NA
"20200911_PS_N8_1192_18S.exp.",1192,"20200911_PS_N8","20200911_PS_N8_1192","20200911_PS_N8_1192","PS122/5_61-161 CTD_SBE9plus_321","9","ECO/BGC/OCEAN deep cast","500",NA,506.074,0.9156,34.8865,"CTD ","20200911","1000","no ","emelia","15_6","JBCOLD_1","","0.828","emelia",20201207,"13_74","2012220-1","4_12_D3","needs to be resequenced due to bad library build"," A21604-1","20200911_PS_N8_1192","1_2_D3","","20200911_PS_N8_1192_16S.exp.","20200911_PS_N8_1192_18S.exp.",NA,NA
"20200911_PS_N10_1193_18S.exp.",1193,"20200911_PS_N10","20200911_PS_N10_1193","20200911_PS_N10_1193","PS122/5_61-161 CTD_SBE9plus_321","10","ECO/BGC/OCEAN deep cast","tmax",NA,252.776,1.5609,34.8731,"CTD ","20200911","1000","no ","emelia","15_7","JBCOLD_1","","1.64","emelia",20201207,"13_75","2012220-1","4_12_D4","needs to be resequenced due to bad library build"," A21604-1","20200911_PS_N10_1193","1_2_C11","","20200911_PS_N10_1193_16S.exp.","20200911_PS_N10_1193_18S.exp.",NA,NA
"20200911_PS_N12_1194_18S.exp.",1194,"20200911_PS_N12","20200911_PS_N12_1194","20200911_PS_N12_1194","PS122/5_61-161 CTD_SBE9plus_321","12","ECO/BGC/OCEAN deep cast","100",NA,101.115,-1.2983,34.3687,"CTD ","20200911","1000","no ","emelia","15_8","JBCOLD_1","","2.65","emelia",20201207,"13_76","2012220-1","4_12_D5","","","","","","20200911_PS_N12_1194_16S.exp.","20200911_PS_N12_1194_18S.exp.",NA,NA
"20200911_PS_N14_1195_18S.exp.",1195,"20200911_PS_N14","20200911_PS_N14_1195","20200911_PS_N14_1195","PS122/5_61-161 CTD_SBE9plus_321","14","ECO/BGC/OCEAN deep cast","50",NA,49.959,-1.7301,33.3782,"CTD ","20200911","500","no ","emelia","15_9","JBCOLD_1","","1.97","emelia",20201207,"13_77","2012220-1","4_12_D6","","","","","","20200911_PS_N14_1195_16S.exp.","20200911_PS_N14_1195_18S.exp.",NA,NA
"20200911_PS_N16_1196_18S.exp.",1196,"20200911_PS_N16","20200911_PS_N16_1196","20200911_PS_N16_1196","PS122/5_61-161 CTD_SBE9plus_321","16","ECO/BGC/OCEAN deep cast, shallow oxy min feature","shallow oxy min",NA,37.376,-1.6274,32.9419,"CTD ","20200911","500","no ","emelia","15_10","JBCOLD_1","","1.31","emelia",20201207,"13_78","2012220-1","4_12_D7","","","","","","20200911_PS_N16_1196_16S.exp.","20200911_PS_N16_1196_18S.exp.",NA,NA
"20200911_PS_N19_1197_18S.exp.",1197,"20200911_PS_N19 ","20200911_PS_N19_1197","20200911_PS_N19_1197","PS122/5_61-161 CTD_SBE9plus_321","19","ECO/BGC/OCEAN deep cast","chl max",NA,25.12,-1.509,30.7305,"CTD ","20200911","1000","no ","emelia","15_11","JBCOLD_1","","7.11","emelia",20201207,"13_79","2012220-1","4_12_D8","","","","","","20200911_PS_N19_1197_16S.exp.","20200911_PS_N19_1197_18S.exp.",NA,NA
"20200911_PS_N22_1199_18S.exp.",1199,"20200911_PS_N22","20200911_PS_N22_1199","20200911_PS_N22_1199","PS122/5_61-161 CTD_SBE9plus_321","22","ECO/BGC/OCEAN deep cast","10",NA,10.071,-1.5623,29.0398,"CTD ","20200911","500","no ","emelia","15_13","JBCOLD_1","","7.82","emelia",20201207,"13_80","2012220-1","4_12_D9","needs to be resequenced due to bad library build"," A21604-1","20200911_PS_N22_1199","1_2_C12","","20200911_PS_N22_1199_16S.exp.","20200911_PS_N22_1199_18S.exp.",NA,"C"
"20200911_PS_N23_1200_18S.exp.",1200,"20200911_PS_N23","20200911_PS_N23_1200","20200911_PS_N23_1200","PS122/5_61-161 CTD_SBE9plus_321","23","ECO/BGC/OCEAN deep cast","2",NA,2.601,-1.5637,29.0129,"CTD ","20200911","1000","no ","emelia","15_14","JBCOLD_1","","11.6","emelia",20201207,"13_81","2012220-1","4_12_D10","","","","","","20200911_PS_N23_1200_16S.exp.","20200911_PS_N23_1200_18S.exp.",NA,NA
"20200912_FT_DNA_1203_18S.exp.",1203,"20200912_FT_DNA","20200912_FT_DNA_1203","20200912_FT_DNA_1203","PS122/5_61-308 seawatertap_ps","","12.09.2020 16:19","11 m",11,NA,NA,NA,"FT_DNA","20200912","1000","no","emelia","15_17","JBCOLD_1","","9.59","emelia",20201207,"14_1","2012220-1","4_12_D11","","","","","","20200912_FT_DNA_1203_16S.exp.","20200912_FT_DNA_1203_18S.exp.",NA,NA
"20200912_OCLead_surface_1204_18S.exp.",1204,"20200912_OCLead_surface","20200912_OCLead_surface_1204","20200912_OCLead_surface_1204","PS122/5_61-295 hand_pump","","under ice water for new ice formation in lead","surface",0,NA,NA,NA,"Lead ","20200912","500","no","emelia","15_18","JBCOLD_1","","3.95","emelia",20201207,"14_2","2012220-1","4_12_D12","","","","","","20200912_OCLead_surface_1204_16S.exp.","20200912_OCLead_surface_1204_18S.exp.",NA,NA
"20200912_MP4b_surface_1205_18S.exp.",1205,"20200912_MP4b_surface","20200912_MP4b_surface_1205","20200912_MP4b_surface_1205","PS122/5_61-205 peristaltic_pump","","melt pond water sampling for BGC studies","surface",0,NA,NA,NA,"Melt_Pond","20200912","500","no","emelia","15_19","JBCOLD_1","","6.49","emelia",20201207,"14_3","2012220-1","4_12_E1","","","","","","20200912_MP4b_surface_1205_16S.exp.","20200912_MP4b_surface_1205_18S.exp.",NA,NA
"2020912_MP4b_23cm_1206_18S.exp.",1206,"2020912_MP4b_23cm","2020912_MP4b_23cm_1206","2020912_MP4b_23cm_1206","PS122/5_61-205 peristaltic_pump","","melt pond water sampling for BGC studies","23 cm",0.23,NA,NA,NA,"Melt_Pond","20200912","500","no","emelia","15_20","JBCOLD_1","","5.34","emelia",20201207,"14_4","2012220-1","4_12_E2","","","","","","2020912_MP4b_23cm_1206_16S.exp.","2020912_MP4b_23cm_1206_18S.exp.",NA,NA
"20200912_MP4b_89cm_Bottom_1207_18S.exp.",1207,"20200912_MP4b_89cm_Bottom","20200912_MP4b_89cm_Bottom_1207","20200912_MP4b_89cm_Bottom_1207","PS122/5_61-205 peristaltic_pump","","melt pond water sampling for BGC studies","89 cm",0.89,NA,NA,NA,"Melt_Pond","20200912","500","no","emelia","15_21","JBCOLD_1","","3.79","emelia",20201207,"14_5","2012220-1","4_12_E3","","","","","","20200912_MP4b_89cm_Bottom_1207_16S.exp.","20200912_MP4b_89cm_Bottom_1207_18S.exp.",NA,NA
"20200912_MP4b_2m_1208_18S.exp.",1208,"20200912_MP4b_2m","20200912_MP4b_2m_1208","20200912_MP4b_2m_1208","PS122/5_61-205 peristaltic_pump","","melt pond water sampling for BGC studies","2 m",2,NA,NA,NA,"Melt_Pond","20200912","500","no","emelia","15_22","JBCOLD_1","","3.87","emelia",20201207,"14_6","2012220-1","4_12_E4","needs to be resequenced due to bad library build"," A21604-1","20200912_MP4b_2m_1208","1_2_D5","","20200912_MP4b_2m_1208_16S.exp.","20200912_MP4b_2m_1208_18S.exp.",NA,"B"
"20200913_FT_DNA_1209_18S.exp.",1209,"20200913_FT_DNA","20200913_FT_DNA_1209","20200913_FT_DNA_1209","PS122/5_61-309 seawatertap_ps","","13.09.2020 16:15","11 m",11,NA,NA,NA,"FT_DNA","20200913","1000","no","emelia","15_23","JBCOLD_1","","14.2","emelia",20201207,"14_7","2012220-1","4_12_E5","","","","","","20200913_FT_DNA_1209_16S.exp.","20200913_FT_DNA_1209_18S.exp.",NA,NA
"20200913_LunaLead_surface_1210_18S.exp.",1210,"20200913_LunaLead_surface","20200913_LunaLead_surface_1210","20200913_LunaLead_surface_1210","PS122/5_61-302 hand_pump","","under ice water for new ice formation in lead, no MIMS sample due to shutdown of power, ","surface",0,NA,NA,NA,"Lead ","20200913","500","no","emelia","15_24","JBCOLD_1","","5.36","emelia",20201207,"14_8","2012220-1","4_12_E6","","","","","","20200913_LunaLead_surface_1210_16S.exp.","20200913_LunaLead_surface_1210_18S.exp.",NA,NA
"20200914_FT_DNA_1210_18S.exp.",1210,"20200914_FT_DNA","20200914_FT_DNA_1210","20200914_FT_DNA_1210","PS122/5_62-245 seawatertap_ps","","14.09.2020 16:41","11 m",11,NA,NA,NA,"FT_DNA","20200914","1000","no","emelia","15_25","JBCOLD_1","note: double 1210 as identifying #","11.8","emelia",20201207,"14_9","2012220-1","4_12_E7","","","","","","20200914_FT_DNA_1210_16S.exp.","20200914_FT_DNA_1210_18S.exp.",NA,NA
"20200913_MP4.a_surface_1211_18S.exp.",1211,"20200913_MP4.a_surface","20200913_MP4.a_surface_1211","20200913_MP4.a_surface_1211","PS122/5_62-5 peristaltic_pump","","melt pond water sampling for BGC studies, note collected on 12/14 not 12/13","",0,NA,NA,NA,"Melt_Pond","20200914","500","no","emelia","15_26","JBCOLD_1","","1.08","emelia",20201207,"14_10","2012220-1","4_12_E8","","","","","","20200913_MP4.a_surface_1211_16S.exp.","20200913_MP4.a_surface_1211_18S.exp.",NA,NA
"20200913_MP4.a_middle_1212_18S.exp.",1212,"20200913_MP4.a_middle","20200913_MP4.a_middle_1212","20200913_MP4.a_middle_1212","PS122/5_62-5 peristaltic_pump","","melt pond water sampling for BGC studies, note collected on 12/14 not 12/14","",NA,NA,NA,NA,"Melt_Pond","20200914","500","no","emelia","15_27","JBCOLD_1","","4.71","emelia",20201207,"14_11","2012220-1","4_12_E9","","","","","","20200913_MP4.a_middle_1212_16S.exp.","20200913_MP4.a_middle_1212_18S.exp.",NA,NA
"20200913_MP4.a_bottom_1213_18S.exp.",1213,"20200913_MP4.a_bottom","20200913_MP4.a_bottom_1213","20200913_MP4.a_bottom_1213","PS122/5_62-5 peristaltic_pump","","melt pond water sampling for BGC studies, note collected on 12/14 not 12/15","",1,NA,NA,NA,"Melt_Pond","20200914","500","no","emelia","15_28","JBCOLD_1","","5.04","emelia",20201207,"14_12","2012220-1","4_12_E10","","","","","","20200913_MP4.a_bottom_1213_16S.exp.","20200913_MP4.a_bottom_1213_18S.exp.",NA,NA
"20200912_MP4.b_ice_surface_1214_18S.exp.",1214,"20200912_MP4.b_ice_surface","20200912_MP4.b_ice_surface_1214","20200912_MP4.b_ice_surface_1214","PS122/5_61-206 SI_corer_9cm","","direct melt of melt pond surface ice for BGC meltpond study","",NA,NA,NA,NA,"Melt_Pond_ICE","20200914","500","no","emelia","15_29","JBCOLD_1","","2.8","emelia",20201207,"14_13","2012220-1","4_12_E11","","","","","","20200912_MP4.b_ice_surface_1214_16S.exp.","20200912_MP4.b_ice_surface_1214_18S.exp.",NA,NA
"20200912_MP4.b_ice_bottom_1215_18S.exp.",1215,"20200912_MP4.b_ice_bottom","20200912_MP4.b_ice_bottom_1215","20200912_MP4.b_ice_bottom_1215","PS122/5_61-206 SI_corer_9cm","","direct melt of melt pond bottom ice for BGC meltpond study","",NA,NA,NA,NA,"Melt_Pond_ICE","20200914","200","no","emelia","15_30","JBCOLD_1","","25.6","emelia",20201207,"14_14","2012220-1","4_12_E12","","","","","","20200912_MP4.b_ice_bottom_1215_16S.exp.","20200912_MP4.b_ice_bottom_1215_18S.exp.",NA,NA
"20200915_FT_DNA_1216_18S.exp.",1216,"20200915_FT_DNA","20200915_FT_DNA_1216","20200915_FT_DNA_1216","PS122/5_62-246 seawatertap_ps","","15.09.2020 12:34","11 m",11,NA,NA,NA,"FT_DNA","20200915","1000","no","emelia","15_31","JBCOLD_1","","14.1","emelia",20201207,"14_15","2012220-1","4_12_F1","","","","","","20200915_FT_DNA_1216_16S.exp.","20200915_FT_DNA_1216_18S.exp.",NA,NA
"20200907_FYI_DMSCore2_sec3_1217_18S.exp.",1217,"20200907_FYI_DMSCore2_sec3","20200907_FYI_DMSCore2_sec3_1217","20200907_FYI_DMSCore2_sec3_1217","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","200","no","Al Webb","15_32","JBCOLD_1","","0.966","emelia",20201207,"14_16","2012220-1","4_12_F2","needs to be resequenced due to bad library build"," A21604-1","20200907_FYI_DMSCore2_sec3_1217","1_2_C5","","20200907_FYI_DMSCore2_sec3_1217_16S.exp.","20200907_FYI_DMSCore2_sec3_1217_18S.exp.","C",NA
"20200907_FYI_DMSCore2_sec4_1218_18S.exp.",1218,"20200907_FYI_DMSCore2_sec4","20200907_FYI_DMSCore2_sec4_1218","20200907_FYI_DMSCore2_sec4_1218","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","250","no","Al Webb","15_33","JBCOLD_1","","1.3","emelia",20201207,"14_17","2012220-1","4_12_F3","needs to be resequenced due to bad library build"," A21604-1","20200907_FYI_DMSCore2_sec4_1218","1_2_C6","","20200907_FYI_DMSCore2_sec4_1218_16S.exp.","20200907_FYI_DMSCore2_sec4_1218_18S.exp.","A",NA
"20200907_FYI_DMSCore2_sec5_1219_18S.exp.",1219,"20200907_FYI_DMSCore2_sec5","20200907_FYI_DMSCore2_sec5_1219","20200907_FYI_DMSCore2_sec5_1219","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","200","no","Al Webb","15_34","JBCOLD_1","","0.472","emelia",20201207,"14_18","2012220-1","4_12_F4","needs to be resequenced due to bad library build"," A21604-1","20200907_FYI_DMSCore2_sec5_1219","1_2_C7","","20200907_FYI_DMSCore2_sec5_1219_16S.exp.","20200907_FYI_DMSCore2_sec5_1219_18S.exp.",NA,"B"
"20200907_FYI_DMSCore2_sec6_1220_18S.exp.",1220,"20200907_FYI_DMSCore2_sec6","20200907_FYI_DMSCore2_sec6_1220","20200907_FYI_DMSCore2_sec6_1220","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","150","no","Al Webb","15_35","JBCOLD_1","","0.515","emelia",20201207,"14_19","2012220-1","4_12_F5","","","","","","20200907_FYI_DMSCore2_sec6_1220_16S.exp.","20200907_FYI_DMSCore2_sec6_1220_18S.exp.",NA,"librarymissing"
"20200907_FYI_DMSCore2_sec7_1221_18S.exp.",1221,"20200907_FYI_DMSCore2_sec7","20200907_FYI_DMSCore2_sec7_1221","20200907_FYI_DMSCore2_sec7_1221","PS122/5_61-6 SI_corer_9cm","","Hendrik Schaeffer-Jacqueline Steffels","",NA,NA,NA,NA,"DMS ice core","20200915","300","no","Al Webb","15_36","JBCOLD_1","","0.682","emelia",20201207,"14_20","2012220-1","4_12_F6","","","","","","20200907_FYI_DMSCore2_sec7_1221_16S.exp.","20200907_FYI_DMSCore2_sec7_1221_18S.exp.",NA,NA
